 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.00000000e-09  0.00000000e+00  2.00000000e-09  0.00000000e+00  2.00000000e-09  0.00000000e+00  2.00000000e-09  0.00000000e+00 
 4.00000000e-09  0.00000000e+00  4.00000000e-09  0.00000000e+00  4.00000000e-09  0.00000000e+00  4.00000000e-09  0.00000000e+00 
 8.00000000e-09  0.00000000e+00  8.00000000e-09  0.00000000e+00  8.00000000e-09  0.00000000e+00  8.00000000e-09  0.00000000e+00 
 1.60000000e-08  0.00000000e+00  1.60000000e-08  0.00000000e+00  1.60000000e-08  0.00000000e+00  1.60000000e-08  0.00000000e+00 
 3.20000000e-08  0.00000000e+00  3.20000000e-08  0.00000000e+00  3.20000000e-08  0.00000000e+00  3.20000000e-08  0.00000000e+00 
 6.40000000e-08  0.00000000e+00  6.40000000e-08  0.00000000e+00  6.40000000e-08  0.00000000e+00  6.40000000e-08  0.00000000e+00 
 1.28000000e-07  0.00000000e+00  1.28000000e-07  0.00000000e+00  1.28000000e-07  0.00000000e+00  1.28000000e-07  0.00000000e+00 
 2.56000000e-07  0.00000000e+00  2.56000000e-07  0.00000000e+00  2.56000000e-07  0.00000000e+00  2.56000000e-07  0.00000000e+00 
 4.56000000e-07  0.00000000e+00  4.56000000e-07  0.00000000e+00  4.56000000e-07  0.00000000e+00  4.56000000e-07  0.00000000e+00 
 6.56000000e-07  0.00000000e+00  6.56000000e-07  0.00000000e+00  6.56000000e-07  0.00000000e+00  6.56000000e-07  0.00000000e+00 
 8.56000000e-07  0.00000000e+00  8.56000000e-07  0.00000000e+00  8.56000000e-07  0.00000000e+00  8.56000000e-07  0.00000000e+00 
 1.05600000e-06  0.00000000e+00  1.05600000e-06  0.00000000e+00  1.05600000e-06  0.00000000e+00  1.05600000e-06  0.00000000e+00 
 1.25600000e-06  0.00000000e+00  1.25600000e-06  0.00000000e+00  1.25600000e-06  0.00000000e+00  1.25600000e-06  0.00000000e+00 
 1.45600000e-06  0.00000000e+00  1.45600000e-06  0.00000000e+00  1.45600000e-06  0.00000000e+00  1.45600000e-06  0.00000000e+00 
 1.65600000e-06  0.00000000e+00  1.65600000e-06  0.00000000e+00  1.65600000e-06  0.00000000e+00  1.65600000e-06  0.00000000e+00 
 1.85600000e-06  0.00000000e+00  1.85600000e-06  0.00000000e+00  1.85600000e-06  0.00000000e+00  1.85600000e-06  0.00000000e+00 
 2.05600000e-06  0.00000000e+00  2.05600000e-06  0.00000000e+00  2.05600000e-06  0.00000000e+00  2.05600000e-06  0.00000000e+00 
 2.25600000e-06  0.00000000e+00  2.25600000e-06  0.00000000e+00  2.25600000e-06  0.00000000e+00  2.25600000e-06  0.00000000e+00 
 2.45600000e-06  0.00000000e+00  2.45600000e-06  0.00000000e+00  2.45600000e-06  0.00000000e+00  2.45600000e-06  0.00000000e+00 
 2.65600000e-06  0.00000000e+00  2.65600000e-06  0.00000000e+00  2.65600000e-06  0.00000000e+00  2.65600000e-06  0.00000000e+00 
 2.85600000e-06  0.00000000e+00  2.85600000e-06  0.00000000e+00  2.85600000e-06  0.00000000e+00  2.85600000e-06  0.00000000e+00 
 3.05600000e-06  0.00000000e+00  3.05600000e-06  0.00000000e+00  3.05600000e-06  0.00000000e+00  3.05600000e-06  0.00000000e+00 
 3.25600000e-06  0.00000000e+00  3.25600000e-06  0.00000000e+00  3.25600000e-06  0.00000000e+00  3.25600000e-06  0.00000000e+00 
 3.45600000e-06  0.00000000e+00  3.45600000e-06  0.00000000e+00  3.45600000e-06  0.00000000e+00  3.45600000e-06  0.00000000e+00 
 3.65600000e-06  0.00000000e+00  3.65600000e-06  0.00000000e+00  3.65600000e-06  0.00000000e+00  3.65600000e-06  0.00000000e+00 
 3.85600000e-06  0.00000000e+00  3.85600000e-06  0.00000000e+00  3.85600000e-06  0.00000000e+00  3.85600000e-06  0.00000000e+00 
 4.05600000e-06  0.00000000e+00  4.05600000e-06  0.00000000e+00  4.05600000e-06  0.00000000e+00  4.05600000e-06  0.00000000e+00 
 4.25600000e-06  0.00000000e+00  4.25600000e-06  0.00000000e+00  4.25600000e-06  0.00000000e+00  4.25600000e-06  0.00000000e+00 
 4.45600000e-06  0.00000000e+00  4.45600000e-06  0.00000000e+00  4.45600000e-06  0.00000000e+00  4.45600000e-06  0.00000000e+00 
 4.65600000e-06  0.00000000e+00  4.65600000e-06  0.00000000e+00  4.65600000e-06  0.00000000e+00  4.65600000e-06  0.00000000e+00 
 4.85600000e-06  0.00000000e+00  4.85600000e-06  0.00000000e+00  4.85600000e-06  0.00000000e+00  4.85600000e-06  0.00000000e+00 
 5.05600000e-06  0.00000000e+00  5.05600000e-06  0.00000000e+00  5.05600000e-06  0.00000000e+00  5.05600000e-06  0.00000000e+00 
 5.25600000e-06  0.00000000e+00  5.25600000e-06  0.00000000e+00  5.25600000e-06  0.00000000e+00  5.25600000e-06  0.00000000e+00 
 5.45600000e-06  0.00000000e+00  5.45600000e-06  0.00000000e+00  5.45600000e-06  0.00000000e+00  5.45600000e-06  0.00000000e+00 
 5.65600000e-06  0.00000000e+00  5.65600000e-06  0.00000000e+00  5.65600000e-06  0.00000000e+00  5.65600000e-06  0.00000000e+00 
 5.85600000e-06  0.00000000e+00  5.85600000e-06  0.00000000e+00  5.85600000e-06  0.00000000e+00  5.85600000e-06  0.00000000e+00 
 6.05600000e-06  0.00000000e+00  6.05600000e-06  0.00000000e+00  6.05600000e-06  0.00000000e+00  6.05600000e-06  0.00000000e+00 
 6.25600000e-06  0.00000000e+00  6.25600000e-06  0.00000000e+00  6.25600000e-06  0.00000000e+00  6.25600000e-06  0.00000000e+00 
 6.45600000e-06  0.00000000e+00  6.45600000e-06  0.00000000e+00  6.45600000e-06  0.00000000e+00  6.45600000e-06  0.00000000e+00 
 6.65600000e-06  0.00000000e+00  6.65600000e-06  0.00000000e+00  6.65600000e-06  0.00000000e+00  6.65600000e-06  0.00000000e+00 
 6.85600000e-06  0.00000000e+00  6.85600000e-06  0.00000000e+00  6.85600000e-06  0.00000000e+00  6.85600000e-06  0.00000000e+00 
 7.05600000e-06  0.00000000e+00  7.05600000e-06  0.00000000e+00  7.05600000e-06  0.00000000e+00  7.05600000e-06  0.00000000e+00 
 7.25600000e-06  0.00000000e+00  7.25600000e-06  0.00000000e+00  7.25600000e-06  0.00000000e+00  7.25600000e-06  0.00000000e+00 
 7.45600000e-06  0.00000000e+00  7.45600000e-06  0.00000000e+00  7.45600000e-06  0.00000000e+00  7.45600000e-06  0.00000000e+00 
 7.65600000e-06  0.00000000e+00  7.65600000e-06  0.00000000e+00  7.65600000e-06  0.00000000e+00  7.65600000e-06  0.00000000e+00 
 7.85600000e-06  0.00000000e+00  7.85600000e-06  0.00000000e+00  7.85600000e-06  0.00000000e+00  7.85600000e-06  0.00000000e+00 
 8.05600000e-06  0.00000000e+00  8.05600000e-06  0.00000000e+00  8.05600000e-06  0.00000000e+00  8.05600000e-06  0.00000000e+00 
 8.25600000e-06  0.00000000e+00  8.25600000e-06  0.00000000e+00  8.25600000e-06  0.00000000e+00  8.25600000e-06  0.00000000e+00 
 8.45600000e-06  0.00000000e+00  8.45600000e-06  0.00000000e+00  8.45600000e-06  0.00000000e+00  8.45600000e-06  0.00000000e+00 
 8.65600000e-06  0.00000000e+00  8.65600000e-06  0.00000000e+00  8.65600000e-06  0.00000000e+00  8.65600000e-06  0.00000000e+00 
 8.85600000e-06  0.00000000e+00  8.85600000e-06  0.00000000e+00  8.85600000e-06  0.00000000e+00  8.85600000e-06  0.00000000e+00 
 9.05600000e-06  0.00000000e+00  9.05600000e-06  0.00000000e+00  9.05600000e-06  0.00000000e+00  9.05600000e-06  0.00000000e+00 
 9.25600000e-06  0.00000000e+00  9.25600000e-06  0.00000000e+00  9.25600000e-06  0.00000000e+00  9.25600000e-06  0.00000000e+00 
 9.45600000e-06  0.00000000e+00  9.45600000e-06  0.00000000e+00  9.45600000e-06  0.00000000e+00  9.45600000e-06  0.00000000e+00 
 9.65600000e-06  0.00000000e+00  9.65600000e-06  0.00000000e+00  9.65600000e-06  0.00000000e+00  9.65600000e-06  0.00000000e+00 
 9.82800000e-06  0.00000000e+00  9.82800000e-06  0.00000000e+00  9.82800000e-06  0.00000000e+00  9.82800000e-06  0.00000000e+00 
 1.00000000e-05  0.00000000e+00  1.00000000e-05  0.00000000e+00  1.00000000e-05  0.00000000e+00  1.00000000e-05  0.00000000e+00 
 1.00026880e-05  1.03993174e-07  1.00026880e-05  5.37600000e-03  1.00026880e-05  3.26932120e-04  1.00026880e-05  1.77979897e-05 
 1.00080640e-05  9.24224653e-07  1.00080640e-05  1.61280000e-02  1.00080640e-05  1.63462297e-03  1.00080640e-05  1.20708231e-04 
 1.00151505e-05  6.39622401e-06  1.00151505e-05  3.03009784e-02  1.00151505e-05  5.35595873e-03  1.00151505e-05  5.72071125e-04 
 1.00219101e-05  2.21643659e-05  1.00219101e-05  4.38202841e-02  1.00219101e-05  1.10215678e-02  1.00219101e-05  1.51020190e-03 
 1.00312290e-05  7.85761411e-05  1.00312290e-05  6.24579605e-02  1.00312290e-05  2.22144171e-02  1.00312290e-05  3.88673021e-03 
 1.00431842e-05  2.52492479e-04  1.00431842e-05  8.63683047e-02  1.00431842e-05  4.22967465e-02  1.00431842e-05  9.11748840e-03 
 1.00603979e-05  8.38161447e-04  1.00603979e-05  1.20795745e-01  1.00603979e-05  8.24242162e-02  1.00603979e-05  2.15258846e-02 
 1.00846140e-05  2.72053686e-03  1.00846140e-05  1.69228030e-01  1.00846140e-05  1.60897296e-01  1.00846140e-05  4.94313972e-02 
 1.01206797e-05  9.03502696e-03  1.01206797e-05  2.41359422e-01  1.01206797e-05  3.23611943e-01  1.01206797e-05  1.14022429e-01 
 1.01746474e-05  2.98656233e-02  1.01746474e-05  3.49294736e-01  1.01746474e-05  6.60448062e-01  1.01746474e-05  2.59444502e-01 
 1.02600867e-05  1.00477925e-01  1.02600867e-05  5.20173399e-01  1.02600867e-05  1.37479842e+00  1.02600867e-05  5.88645213e-01 
 1.04057294e-05  3.42261209e-01  1.04057294e-05  8.11458714e-01  1.04057294e-05  2.83921695e+00  1.04057294e-05  1.30265384e+00 
 1.06057294e-05  8.72090272e-01  1.06057294e-05  1.21145871e+00  1.06057294e-05  4.66838182e+00  1.06057294e-05  2.24404049e+00 
 1.08057294e-05  1.48060574e+00  1.08057294e-05  1.61145871e+00  1.08057294e-05  5.73199587e+00  1.08057294e-05  2.82773546e+00 
 1.10000000e-05  1.98505362e+00  1.10000000e-05  2.00000000e+00  1.10000000e-05  6.05215020e+00  1.10000000e-05  3.02064569e+00 
 1.10200000e-05  2.02718553e+00  1.10200000e-05  2.00000000e+00  1.10200000e-05  6.03982172e+00  1.10200000e-05  3.02029577e+00 
 1.10600000e-05  2.10689885e+00  1.10600000e-05  2.00000000e+00  1.10600000e-05  5.97909568e+00  1.10600000e-05  3.00547061e+00 
 1.11400000e-05  2.23377592e+00  1.11400000e-05  2.00000000e+00  1.11400000e-05  5.67068729e+00  1.11400000e-05  2.88543852e+00 
 1.13000000e-05  2.33221538e+00  1.13000000e-05  2.00000000e+00  1.13000000e-05  4.64608192e+00  1.13000000e-05  2.40505229e+00 
 1.15000000e-05  2.20393225e+00  1.15000000e-05  2.00000000e+00  1.15000000e-05  3.43289544e+00  1.15000000e-05  1.77339991e+00 
 1.17000000e-05  1.96125050e+00  1.17000000e-05  2.00000000e+00  1.17000000e-05  3.05903193e+00  1.17000000e-05  1.52681291e+00 
 1.19000000e-05  1.80789039e+00  1.19000000e-05  2.00000000e+00  1.19000000e-05  3.58118736e+00  1.19000000e-05  1.74524227e+00 
 1.21000000e-05  1.83166239e+00  1.21000000e-05  2.00000000e+00  1.21000000e-05  4.39649830e+00  1.21000000e-05  2.15373267e+00 
 1.23000000e-05  1.97060166e+00  1.23000000e-05  2.00000000e+00  1.23000000e-05  4.84365563e+00  1.23000000e-05  2.40997171e+00 
 1.25000000e-05  2.09549989e+00  1.25000000e-05  2.00000000e+00  1.25000000e-05  4.69388883e+00  1.25000000e-05  2.36802812e+00 
 1.27000000e-05  2.11997741e+00  1.27000000e-05  2.00000000e+00  1.27000000e-05  4.20618228e+00  1.27000000e-05  2.13358494e+00 
